Id,Каталог,Наименование,Подробное описание,Цена 1,Вывод,Артикул,Характеристики,Приоритет,Заголовок,Meta description,Meta keywords,Маленькое изображение,Большое изображение,Подтип,Подчиненные товары,Склад,Вес,Единица измерения,Цвет,Услуги,Путь каталога
20997,,Вх. Конус + Вых. Полый шпонка,,22500,1,UG-020-8,,8,,,,,/UserFiles/Image/Catalog/conechniki/КШпонка.svg ,0,,124,0,шт.,,0,Скрытые/Услуги/1ЦУ-200
20996,,Вх. Цилиндр + Вых. Полый шпонка,,22500,1,UG-020-7,,7,,,,,/UserFiles/Image/Catalog/conechniki/ЦШпонка.svg ,0,,124,0,шт.,,0,Скрытые/Услуги/1ЦУ-200
20995,,Вх. Конус + Вых. Полый шлицы,,30000,1,UG-020-6,,6,,,,,/UserFiles/Image/Catalog/conechniki/КШлиц.svg ,0,,124,0,шт.,,0,Скрытые/Услуги/1ЦУ-200
20994,,Вх. Цилиндр + Вых. Полый шлицы,,30000,1,UG-020-5,,5,,,,,/UserFiles/Image/Catalog/conechniki/ЦШлиц.svg ,0,,124,0,шт.,,0,Скрытые/Услуги/1ЦУ-200
20993,,Вх. Цилиндр + Вых. Конус,,15000,1,UG-020-4,,4,,,,,/UserFiles/Image/Catalog/conechniki/ЦК.svg ,0,,124,0,шт.,,0,Скрытые/Услуги/1ЦУ-200
20992,,Вх. Конус + Вых. Цилиндр,,15000,1,UG-020-3,,3,,,,,/UserFiles/Image/Catalog/conechniki/КЦ.svg ,0,,124,0,шт.,,0,Скрытые/Услуги/1ЦУ-200
20991,,Вх. Цилиндр + Вых. Цилиндр,,22500,1,UG-020-2,,2,,,,,/UserFiles/Image/Catalog/conechniki/ЦЦ.svg ,0,,124,0,шт.,,0,Скрытые/Услуги/1ЦУ-200
20990,,Вх. Конус + Вых. Конус,,7500,1,UG-020-1,,1,,,,,/UserFiles/Image/Catalog/conechniki/КК.svg ,0,,124,0,шт.,,0,Скрытые/Услуги/1ЦУ-200
20219,,Редуктор 1ЦУ-200-УХЛ 6.3 33,,168090,1,,,54,Редуктор 1ЦУ-200-УХЛ 6.3 33,Редуктор 1ЦУ-200-УХЛ 6.3 33,"1цу,редуктор,200,редуктор 1ЦУ-200-УХЛ 6.3 33",,,1,6.3,124,0,шт.,33,0,УХЛ/Одноступенчатые УХЛ
20218,,Редуктор 1ЦУ-200-УХЛ 6.3 32,,167755,1,,,53,Редуктор 1ЦУ-200-УХЛ 6.3 32,Редуктор 1ЦУ-200-УХЛ 6.3 32,"1цу,редуктор,200,редуктор 1ЦУ-200-УХЛ 6.3 32",,,1,6.3,124,0,шт.,32,0,УХЛ/Одноступенчатые УХЛ
20217,,Редуктор 1ЦУ-200-УХЛ 6.3 31,,167420,1,,,52,Редуктор 1ЦУ-200-УХЛ 6.3 31,Редуктор 1ЦУ-200-УХЛ 6.3 31,"1цу,редуктор,200,редуктор 1ЦУ-200-УХЛ 6.3 31",,,1,6.3,124,0,шт.,31,0,УХЛ/Одноступенчатые УХЛ
20216,,Редуктор 1ЦУ-200-УХЛ 6.3 23,,167085,1,,,51,Редуктор 1ЦУ-200-УХЛ 6.3 23,Редуктор 1ЦУ-200-УХЛ 6.3 23,"1цу,редуктор,200,редуктор 1ЦУ-200-УХЛ 6.3 23",,,1,6.3,124,0,шт.,23,0,УХЛ/Одноступенчатые УХЛ
20215,,Редуктор 1ЦУ-200-УХЛ 6.3 22,,166750,1,,,50,Редуктор 1ЦУ-200-УХЛ 6.3 22,Редуктор 1ЦУ-200-УХЛ 6.3 22,"1цу,редуктор,200,редуктор 1ЦУ-200-УХЛ 6.3 22",,,1,6.3,124,0,шт.,22,0,УХЛ/Одноступенчатые УХЛ
