Id,Каталог,Наименование,Подробное описание,Цена 1,Вывод,Артикул,Характеристики,Приоритет,Заголовок,Meta description,Meta keywords,Маленькое изображение,Большое изображение,Подтип,Подчиненные товары,Склад,Вес,Единица измерения,Цвет,Услуги,Путь каталога
6999,,Вх. Конус + Вых. Муфта,,0,1,UG-006-9,,10,,,,,/UserFiles/Image/Catalog/conechniki/КМуфт.svg ,0,,124,0,шт.,,0,Скрытые/Услуги/РМ-250
6998,,Вх. Цилиндр + Вых. Муфта,,0,1,UG-006-8,,9,,,,,/UserFiles/Image/Catalog/conechniki/ЦМуфт.svg ,0,,124,0,шт.,,0,Скрытые/Услуги/РМ-250
6997,,Вх. Конус + Вых. Полый шпонка,,0,0,UG-006-7,,8,,,,,/UserFiles/Image/Catalog/conechniki/КШпонка.svg ,0,,124,0,шт.,,0,Скрытые/Услуги/РМ-250
6996,,Вх. Цилиндр + Вых. Полый шпонка,,0,0,UG-006-6,,7,,,,,/UserFiles/Image/Catalog/conechniki/ЦШпонка.svg ,0,,124,0,шт.,,0,Скрытые/Услуги/РМ-250
6995,,Вх. Конус + Вых. Полый шлицы,,0,0,UG-006-5,,6,,,,,/UserFiles/Image/Catalog/conechniki/КШлиц.svg ,0,,124,0,шт.,,0,Скрытые/Услуги/РМ-250
6994,,Вх. Цилиндр + Вых. Полый шлицы,,0,0,UG-006-4,,5,,,,,/UserFiles/Image/Catalog/conechniki/ЦШлиц.svg ,0,,124,0,шт.,,0,Скрытые/Услуги/РМ-250
6993,,Вх. Цилиндр + Вых. Конус,,0,1,UG-006-3,,4,,,,,/UserFiles/Image/Catalog/conechniki/ЦК.svg ,0,,124,0,шт.,,0,Скрытые/Услуги/РМ-250
6992,,Вх. Конус + Вых. Цилиндр,,0,1,UG-006-2,,3,,,,,/UserFiles/Image/Catalog/conechniki/КЦ.svg ,0,,124,0,шт.,,0,Скрытые/Услуги/РМ-250
6991,,Вх. Цилиндр + Вых. Цилиндр,,2000,1,UG-006-1,,2,,,,,/UserFiles/Image/Catalog/conechniki/ЦЦ.svg ,0,,124,0,шт.,,0,Скрытые/Услуги/РМ-250
6990,,Вх. Конус + Вых. Конус,,0,1,UG-006-0,,1,,,,,/UserFiles/Image/Catalog/conechniki/КК.svg ,0,,124,0,шт.,,0,Скрытые/Услуги/РМ-250
6327,,Редуктор РМ-250-УХЛ 50 33,,90315,1,,,81,Редуктор РМ-250-УХЛ 50 33,Редуктор РМ-250-УХЛ 50 33,"рм,редуктор,250,редуктор РМ-250 РМ-250-УХЛ 50 33",,,1,50,124,0,шт.,33,0,УХЛ/Двухступенчатые УХЛ
6326,,Редуктор РМ-250-УХЛ 50 32,,86200,1,,,80,Редуктор РМ-250-УХЛ 50 32,Редуктор РМ-250-УХЛ 50 32,"рм,редуктор,250,редуктор РМ-250 РМ-250-УХЛ 50 32",,,1,50,124,0,шт.,32,0,УХЛ/Двухступенчатые УХЛ
6325,,Редуктор РМ-250-УХЛ 50 31,,86085,1,,,79,Редуктор РМ-250-УХЛ 50 31,Редуктор РМ-250-УХЛ 50 31,"рм,редуктор,250,редуктор РМ-250 РМ-250-УХЛ 50 31",,,1,50,124,0,шт.,31,0,УХЛ/Двухступенчатые УХЛ
6324,,Редуктор РМ-250-УХЛ 50 23,,86970,1,,,78,Редуктор РМ-250-УХЛ 50 23,Редуктор РМ-250-УХЛ 50 23,"рм,редуктор,250,редуктор РМ-250 РМ-250-УХЛ 50 23",,,1,50,124,0,шт.,23,0,УХЛ/Двухступенчатые УХЛ
6323,,Редуктор РМ-250-УХЛ 50 22,,83855,1,,,77,Редуктор РМ-250-УХЛ 50 22,Редуктор РМ-250-УХЛ 50 22,"рм,редуктор,250,редуктор РМ-250 РМ-250-УХЛ 50 22",,,1,50,124,0,шт.,22,0,УХЛ/Двухступенчатые УХЛ
6322,,Редуктор РМ-250-УХЛ 50 21,,83740,1,,,76,Редуктор РМ-250-УХЛ 50 21,Редуктор РМ-250-УХЛ 50 21,"рм,редуктор,250,редуктор РМ-250 РМ-250-УХЛ 50 21",,,1,50,124,0,шт.,21,0,УХЛ/Двухступенчатые УХЛ
