Id,Каталог,Наименование,Подробное описание,Цена 1,Вывод,Артикул,Характеристики,Приоритет,Заголовок,Meta description,Meta keywords,Маленькое изображение,Большое изображение,Подтип,Подчиненные товары,Склад,Вес,Единица измерения,Цвет,Услуги,Путь каталога
8999,,Вх. Конус + Вых. Муфта,,10000,1,UG-008-9,,10,,,,,/UserFiles/Image/Catalog/conechniki/КМуфт.svg ,0,,124,0,шт.,,0,Скрытые/Услуги/РМ-400
8998,,Вх. Цилиндр + Вых. Муфта,,10000,1,UG-008-8,,9,,,,,/UserFiles/Image/Catalog/conechniki/ЦМуфт.svg ,0,,124,0,шт.,,0,Скрытые/Услуги/РМ-400
8997,,Вх. Конус + Вых. Полый шпонка,,0,0,UG-008-7,,8,,,,,/UserFiles/Image/Catalog/conechniki/КШпонка.svg ,0,,124,0,шт.,,0,Скрытые/Услуги/РМ-400
8996,,Вх. Цилиндр + Вых. Полый шпонка,,0,0,UG-008-6,,7,,,,,/UserFiles/Image/Catalog/conechniki/ЦШпонка.svg ,0,,124,0,шт.,,0,Скрытые/Услуги/РМ-400
8995,,Вх. Конус + Вых. Полый шлицы,,40000,1,UG-008-5,,6,,,,,/UserFiles/Image/Catalog/conechniki/КШлиц.svg ,0,,124,0,шт.,,0,Скрытые/Услуги/РМ-400
8994,,Вх. Цилиндр + Вых. Полый шлицы,,0,0,UG-008-4,,5,,,,,/UserFiles/Image/Catalog/conechniki/ЦШлиц.svg ,0,,124,0,шт.,,0,Скрытые/Услуги/РМ-400
8993,,Вх. Цилиндр + Вых. Конус,,0,1,UG-008-3,,4,,,,,/UserFiles/Image/Catalog/conechniki/ЦК.svg ,0,,124,0,шт.,,0,Скрытые/Услуги/РМ-400
8992,,Вх. Конус + Вых. Цилиндр,,0,1,UG-008-2,,3,,,,,/UserFiles/Image/Catalog/conechniki/КЦ.svg ,0,,124,0,шт.,,0,Скрытые/Услуги/РМ-400
8991,,Вх. Цилиндр + Вых. Цилиндр,,3000,1,UG-008-1,,2,,,,,/UserFiles/Image/Catalog/conechniki/ЦЦ.svg ,0,,124,0,шт.,,0,Скрытые/Услуги/РМ-400
8990,,Вх. Конус + Вых. Конус,,0,1,UG-008-0,,1,,,,,/UserFiles/Image/Catalog/conechniki/КК.svg ,0,,124,0,шт.,,0,Скрытые/Услуги/РМ-400
8327,,Редуктор РМ-400-УХЛ 50 33,,146455,1,,,81,Редуктор РМ-400-УХЛ 50 33,Редуктор РМ-400-УХЛ 50 33,"рм,редуктор,400,редуктор РМ-400 РМ-400-УХЛ 50 33",,,1,50,124,0,шт.,33,0,УХЛ/Двухступенчатые УХЛ
8326,,Редуктор РМ-400-УХЛ 50 32,,139275,1,,,80,Редуктор РМ-400-УХЛ 50 32,Редуктор РМ-400-УХЛ 50 32,"рм,редуктор,400,редуктор РМ-400 РМ-400-УХЛ 50 32",,,1,50,124,0,шт.,32,0,УХЛ/Двухступенчатые УХЛ
8325,,Редуктор РМ-400-УХЛ 50 31,,139095,1,,,79,Редуктор РМ-400-УХЛ 50 31,Редуктор РМ-400-УХЛ 50 31,"рм,редуктор,400,редуктор РМ-400 РМ-400-УХЛ 50 31",,,1,50,124,0,шт.,31,0,УХЛ/Двухступенчатые УХЛ
8324,,Редуктор РМ-400-УХЛ 50 23,,142915,1,,,78,Редуктор РМ-400-УХЛ 50 23,Редуктор РМ-400-УХЛ 50 23,"рм,редуктор,400,редуктор РМ-400 РМ-400-УХЛ 50 23",,,1,50,124,0,шт.,23,0,УХЛ/Двухступенчатые УХЛ
8323,,Редуктор РМ-400-УХЛ 50 22,,135735,1,,,77,Редуктор РМ-400-УХЛ 50 22,Редуктор РМ-400-УХЛ 50 22,"рм,редуктор,400,редуктор РМ-400 РМ-400-УХЛ 50 22",,,1,50,124,0,шт.,22,0,УХЛ/Двухступенчатые УХЛ
8322,,Редуктор РМ-400-УХЛ 50 21,,135555,1,,,76,Редуктор РМ-400-УХЛ 50 21,Редуктор РМ-400-УХЛ 50 21,"рм,редуктор,400,редуктор РМ-400 РМ-400-УХЛ 50 21",,,1,50,124,0,шт.,21,0,УХЛ/Двухступенчатые УХЛ
8321,,Редуктор РМ-400-УХЛ 50 13,,142375,1,,,75,Редуктор РМ-400-УХЛ 50 13,Редуктор РМ-400-УХЛ 50 13,"рм,редуктор,400,редуктор РМ-400 РМ-400-УХЛ 50 13",,,1,50,124,0,шт.,13,0,УХЛ/Двухступенчатые УХЛ
8320,,Редуктор РМ-400-УХЛ 50 12,,135195,1,,,74,Редуктор РМ-400-УХЛ 50 12,Редуктор РМ-400-УХЛ 50 12,"рм,редуктор,400,редуктор РМ-400 РМ-400-УХЛ 50 12",,,1,50,124,0,шт.,12,0,УХЛ/Двухступенчатые УХЛ
8319,,Редуктор РМ-400-УХЛ 50 11,,135015,1,,,73,Редуктор РМ-400-УХЛ 50 11,Редуктор РМ-400-УХЛ 50 11,"рм,редуктор,400,редуктор РМ-400 РМ-400-УХЛ 50 11",,,1,50,124,0,шт.,11,0,УХЛ/Двухступенчатые УХЛ
8318,,Редуктор РМ-400-УХЛ 40 33,,144835,1,,,72,Редуктор РМ-400-УХЛ 40 33,Редуктор РМ-400-УХЛ 40 33,"рм,редуктор,400,редуктор РМ-400 РМ-400-УХЛ 40 33",,,1,40,124,0,шт.,33,0,УХЛ/Двухступенчатые УХЛ
8317,,Редуктор РМ-400-УХЛ 40 32,,137655,1,,,71,Редуктор РМ-400-УХЛ 40 32,Редуктор РМ-400-УХЛ 40 32,"рм,редуктор,400,редуктор РМ-400 РМ-400-УХЛ 40 32",,,1,40,124,0,шт.,32,0,УХЛ/Двухступенчатые УХЛ
8316,,Редуктор РМ-400-УХЛ 40 31,,137475,1,,,70,Редуктор РМ-400-УХЛ 40 31,Редуктор РМ-400-УХЛ 40 31,"рм,редуктор,400,редуктор РМ-400 РМ-400-УХЛ 40 31",,,1,40,124,0,шт.,31,0,УХЛ/Двухступенчатые УХЛ
8315,,Редуктор РМ-400-УХЛ 40 23,,141295,1,,,69,Редуктор РМ-400-УХЛ 40 23,Редуктор РМ-400-УХЛ 40 23,"рм,редуктор,400,редуктор РМ-400 РМ-400-УХЛ 40 23",,,1,40,124,0,шт.,23,0,УХЛ/Двухступенчатые УХЛ
8314,,Редуктор РМ-400-УХЛ 40 22,,134115,1,,,68,Редуктор РМ-400-УХЛ 40 22,Редуктор РМ-400-УХЛ 40 22,"рм,редуктор,400,редуктор РМ-400 РМ-400-УХЛ 40 22",,,1,40,124,0,шт.,22,0,УХЛ/Двухступенчатые УХЛ
8313,,Редуктор РМ-400-УХЛ 40 21,,133935,1,,,67,Редуктор РМ-400-УХЛ 40 21,Редуктор РМ-400-УХЛ 40 21,"рм,редуктор,400,редуктор РМ-400 РМ-400-УХЛ 40 21",,,1,40,124,0,шт.,21,0,УХЛ/Двухступенчатые УХЛ
8312,,Редуктор РМ-400-УХЛ 40 13,,140755,1,,,66,Редуктор РМ-400-УХЛ 40 13,Редуктор РМ-400-УХЛ 40 13,"рм,редуктор,400,редуктор РМ-400 РМ-400-УХЛ 40 13",,,1,40,124,0,шт.,13,0,УХЛ/Двухступенчатые УХЛ
8311,,Редуктор РМ-400-УХЛ 40 12,,133575,1,,,65,Редуктор РМ-400-УХЛ 40 12,Редуктор РМ-400-УХЛ 40 12,"рм,редуктор,400,редуктор РМ-400 РМ-400-УХЛ 40 12",,,1,40,124,0,шт.,12,0,УХЛ/Двухступенчатые УХЛ
8310,,Редуктор РМ-400-УХЛ 40 11,,133395,1,,,64,Редуктор РМ-400-УХЛ 40 11,Редуктор РМ-400-УХЛ 40 11,"рм,редуктор,400,редуктор РМ-400 РМ-400-УХЛ 40 11",,,1,40,124,0,шт.,11,0,УХЛ/Двухступенчатые УХЛ
8309,,Редуктор РМ-400-УХЛ 31.5 33,,143215,1,,,63,Редуктор РМ-400-УХЛ 31.5 33,Редуктор РМ-400-УХЛ 31.5 33,"рм,редуктор,400,редуктор РМ-400 РМ-400-УХЛ 31.5 33",,,1,31.5,124,0,шт.,33,0,УХЛ/Двухступенчатые УХЛ
8308,,Редуктор РМ-400-УХЛ 31.5 32,,136035,1,,,62,Редуктор РМ-400-УХЛ 31.5 32,Редуктор РМ-400-УХЛ 31.5 32,"рм,редуктор,400,редуктор РМ-400 РМ-400-УХЛ 31.5 32",,,1,31.5,124,0,шт.,32,0,УХЛ/Двухступенчатые УХЛ
8307,,Редуктор РМ-400-УХЛ 31.5 31,,135855,1,,,61,Редуктор РМ-400-УХЛ 31.5 31,Редуктор РМ-400-УХЛ 31.5 31,"рм,редуктор,400,редуктор РМ-400 РМ-400-УХЛ 31.5 31",,,1,31.5,124,0,шт.,31,0,УХЛ/Двухступенчатые УХЛ
8306,,Редуктор РМ-400-УХЛ 31.5 23,,139675,1,,,60,Редуктор РМ-400-УХЛ 31.5 23,Редуктор РМ-400-УХЛ 31.5 23,"рм,редуктор,400,редуктор РМ-400 РМ-400-УХЛ 31.5 23",,,1,31.5,124,0,шт.,23,0,УХЛ/Двухступенчатые УХЛ
